,,,,,,,,,,,,
,,,,,,,,,,,,
County Name,Priority Area Number,Priority Area,Indicator Number,Indicator,Event Count/Rate, ,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Data Years,Date Source
Oneida,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,266,375,70.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Onondaga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,537,744,72.2,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Ontario,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,99,132,75,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Orange,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,343,450,76.2,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Orleans,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,40,56,71.4,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Oswego,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,124,182,68.1,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Otsego,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,64,89,71.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Putnam,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,56,77,72.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Rensselaer,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,165,223,74,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Rockland,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,339,449,75.5,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
St. Lawrence,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,103,138,74.6,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Saratoga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,148,203,72.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Schenectady,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,264,387,68.2,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Schoharie,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,29,46,63,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Schuyler,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,21,32,65.6,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Seneca,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,28,39,71.8,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Steuben,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,85,112,75.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Suffolk,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,"1,075","1,523",70.6,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Sullivan,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,102,127,80.3,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Tioga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,47,55,85.5,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Tompkins,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,75,100,75,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Ulster,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,163,212,76.9,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Warren,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,46,82,56.1,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Washington,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,88,122,72.1,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Wayne,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,138,201,68.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Westchester,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,883,"1,209",73,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Wyoming,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,38,45,84.4,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Yates,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,s,.,.,,,Data Suppressed,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Bronx,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,"5,115","7,979",64.1,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Kings,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,"3,181","4,893",65,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
New York,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,"1,625","2,688",60.5,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Queens,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,"2,507","3,715",67.5,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Richmond,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,647,873,74.1,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
New York State,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad43,Asthma medication ratio (aged 5-18) for the Medicaid Managed Care population,"23,406","34,623",67.6,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Albany,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,252,478,52.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Allegany,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,48,91,52.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Broome,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,194,369,52.6,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Cattaraugus,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,94,151,62.3,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Cayuga,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,49,109,45,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Chautauqua,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,193,329,58.7,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Chemung,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,77,148,52,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
Chenango,5,Component 5: Asthma Data for the Medicaid Managed Care Population in New York State,ad44,Asthma medication ratio (aged 19-64) for the Medicaid Managed Care population,31,83,37.3,,,,2020,"Medicaid Managed Care, Office of Health Insurance Programs Data Mart data as of June 2022"
